log_id,timestamp,error_type,severity,module,environment,user_id,response_time_ms,message,ip_address
3952,,File Not Found,Medium,api-gateway,staging,USR-6340,1933.0,Error in module at line 400: Database Connection Error,10.0.218.165
666,,Memory Leak,Critical,file-storage,production,USR-3967,4478.0,Error in module at line 301: API Timeout,
1294,,Performance Degradation,Critical,api-gateway,unknown,USR-7072,,Error in module at line 164: System Crash,
3587,2024-09-08 06:30:00,Memory Leak,Critical,payment-gateway,development,USR-6457,,Error in module at line 73: File Not Found,
388,2024-11-05 17:01:00,Performance Degradation,Critical,notification-service,unknown,USR-8474,,Error in module at line 337: UI Glitch,
3124,2024-12-05 07:37:00,Performance Degradation,Low,user-dashboard,staging,,,Error in module at line 189: Database Connection Error,
318,,Authentication Failure,Critical,file-storage,production,,,Error in module at line 158: Memory Leak,10.0.57.44
3570,,Network Timeout,High,payment-gateway,staging,,165.44,Error in module at line 373: Permission Denied,10.0.58.108
3855,2024-05-29 05:37:00,Memory Leak,Low,unknown-module,unknown,,,Error in module at line 385: System Crash,
2468,,Performance Degradation,Low,api-gateway,development,,1230.37,Error in module at line 469: System Crash,
2547,,Performance Degradation,Medium,database-manager,development,,,Error in module at line 76: Authentication Failure,
3014,2024-02-06 19:07:00,Network Timeout,High,file-storage,production,,,Error in module at line 106: File Not Found,192.168.232.182
3819,,Database Connection Error,Critical,database-manager,unknown,,,Error in module at line 358: API Timeout,
3296,2024-11-26 14:58:00,Permission Denied,Medium,unknown-module,development,USR-2008,,Error in module at line 338: System Crash,
4935,2024-07-21 15:08:00,UI Glitch,Critical,auth-service,production,,,Error in module at line 288: Database Connection Error,10.0.114.75
2105,2024-05-13 12:35:00,Memory Leak,Low,database-manager,staging,USR-6911,,Error in module at line 67: File Not Found,
964,2024-03-05 03:35:00,Network Timeout,Critical,database-manager,staging,USR-1946,,Error in module at line 381: Permission Denied,
2772,2024-01-11 03:42:00,Permission Denied,Critical,database-manager,development,USR-7049,,Error in module at line 18: Permission Denied,
4905,2024-07-11 01:30:00,Memory Leak,High,user-dashboard,development,USR-1899,,Error in module at line 340: File Not Found,10.0.230.66
1492,2024-12-02 19:20:00,Performance Degradation,Low,notification-service,staging,,,Error in module at line 457: Permission Denied,
1055,2024-06-24 11:07:00,Network Timeout,High,payment-gateway,staging,,,Error in module at line 120: Authentication Failure,
952,2024-05-15 11:25:00,UI Glitch,Medium,file-storage,staging,USR-6554,,Error in module at line 186: Network Timeout,
2407,2024-10-07 13:27:00,Permission Denied,High,payment-gateway,staging,,,Error in module at line 184: Permission Denied,192.168.40.35
2887,2024-06-25 22:33:00,API Timeout,Critical,file-storage,production,,,Error in module at line 339: File Not Found,192.168.72.121
3159,2024-11-14 20:04:00,Memory Leak,Critical,api-gateway,staging,,,Error in module at line 383: API Timeout,
3035,2024-10-02 21:07:00,Authentication Failure,Medium,notification-service,production,,,Error in module at line 42: Database Connection Error,
3808,,File Not Found,Medium,notification-service,unknown,USR-2866,,Error in module at line 432: System Crash,10.0.203.150
1490,2024-02-27 06:04:00,Network Timeout,Low,payment-gateway,production,,,Error in module at line 305: API Timeout,
3167,,Network Timeout,Medium,user-dashboard,staging,,,Error in module at line 407: Network Timeout,
2691,,System Crash,High,notification-service,development,,,Error in module at line 34: Authentication Failure,192.168.112.51
2495,,Performance Degradation,Unknown,payment-gateway,development,,,Error in module at line 100: Memory Leak,
4308,2024-02-07 21:47:00,Network Timeout,Critical,notification-service,development,USR-8205,,Error in module at line 389: System Crash,
2432,2024-11-26 04:55:00,Network Timeout,Critical,notification-service,development,USR-2011,,Error in module at line 442: API Timeout,10.0.123.164
4679,,System Crash,Low,auth-service,staging,USR-1871,,Error in module at line 281: System Crash,10.0.30.115
2431,,API Timeout,Low,user-dashboard,staging,,,Error in module at line 189: Database Connection Error,
4868,2024-05-20 11:05:00,Permission Denied,Low,api-gateway,production,,,Error in module at line 413: Permission Denied,
4451,2024-07-20 11:36:00,System Crash,Critical,payment-gateway,unknown,,1276.4,Error in module at line 70: Database Connection Error,
28,2024-09-04 09:09:00,UI Glitch,Low,api-gateway,production,,,Error in module at line 492: System Crash,192.168.1.51
1560,2024-10-07 16:24:00,Performance Degradation,Critical,unknown-module,staging,USR-7133,,Error in module at line 311: System Crash,
130,2024-02-01 02:52:00,Performance Degradation,High,user-dashboard,unknown,,2769.59,Error in module at line 24: UI Glitch,
2261,2024-02-27 18:45:00,System Crash,Unknown,payment-gateway,development,,,Error in module at line 155: Network Timeout,10.0.254.119
2856,,Memory Leak,High,user-dashboard,development,,,Error in module at line 295: Performance Degradation,
880,2024-07-31 23:18:00,Database Connection Error,Medium,api-gateway,unknown,,,Error in module at line 17: Database Connection Error,192.168.61.148
501,,Performance Degradation,Low,file-storage,unknown,USR-4923,,Error in module at line 445: Database Connection Error,
2053,,Permission Denied,High,auth-service,unknown,,,Error in module at line 46: Authentication Failure,10.0.150.183
1477,,API Timeout,Low,api-gateway,staging,,1934.16,Error in module at line 213: Memory Leak,
2001,2024-07-27 02:32:00,Permission Denied,High,database-manager,production,,,Error in module at line 115: Authentication Failure,
1754,2024-09-21 12:10:00,Network Timeout,Medium,auth-service,development,USR-8631,2883.41,Error in module at line 493: System Crash,
2244,,Memory Leak,Low,api-gateway,staging,USR-4613,,Error in module at line 184: File Not Found,10.0.183.177
4357,2024-02-05 16:30:00,Memory Leak,Medium,api-gateway,development,,,Error in module at line 247: UI Glitch,
2485,2024-06-28 21:16:00,Memory Leak,Medium,database-manager,development,,3767.57,Error in module at line 465: API Timeout,
2673,2024-09-18 07:40:00,Network Timeout,Low,api-gateway,development,,4665.17,Error in module at line 11: File Not Found,
2302,,Authentication Failure,Critical,auth-service,unknown,USR-2560,,Error in module at line 54: Authentication Failure,192.168.60.181
1151,2024-01-25 05:16:00,API Timeout,High,user-dashboard,production,,3300.22,Error in module at line 38: Network Timeout,
3815,,API Timeout,Critical,auth-service,staging,,,Error in module at line 360: Performance Degradation,
1811,2024-09-28 05:59:00,Permission Denied,High,database-manager,staging,,,Error in module at line 499: System Crash,
1146,2024-07-20 06:07:00,API Timeout,Low,user-dashboard,production,USR-6997,,Error in module at line 431: UI Glitch,192.168.34.58
2684,2024-12-19 05:04:00,File Not Found,Critical,database-manager,production,,,Error in module at line 73: Performance Degradation,
4746,2024-10-30 07:28:00,Network Timeout,Critical,unknown-module,staging,,4790.91,Error in module at line 338: System Crash,
618,2024-03-21 17:48:00,Network Timeout,Medium,api-gateway,production,USR-4252,,Error in module at line 437: Permission Denied,
152,2024-02-13 15:24:00,Network Timeout,High,file-storage,staging,USR-9099,,Error in module at line 301: File Not Found,192.168.250.39
1957,2024-03-24 19:04:00,API Timeout,Low,notification-service,staging,,4812.0,Error in module at line 75: System Crash,
1097,2024-09-28 04:43:00,UI Glitch,Low,database-manager,staging,USR-4226,,Error in module at line 380: Permission Denied,
490,,Authentication Failure,Critical,api-gateway,production,USR-4832,,Error in module at line 457: Permission Denied,
645,2024-08-14 20:29:00,UI Glitch,Low,unknown-module,production,,,Error in module at line 345: System Crash,
32,2024-08-28 03:11:00,Database Connection Error,Critical,auth-service,production,USR-6011,4385.92,Error in module at line 14: Authentication Failure,
3663,2024-03-10 00:48:00,File Not Found,Low,api-gateway,staging,,,Error in module at line 123: Database Connection Error,192.168.7.180
2144,2024-07-09 04:51:00,API Timeout,Medium,api-gateway,development,USR-4783,,Error in module at line 215: Performance Degradation,
1707,2024-07-05 23:14:00,System Crash,Unknown,database-manager,development,USR-5902,1544.41,Error in module at line 98: Database Connection Error,
1972,2024-06-17 15:36:00,API Timeout,High,payment-gateway,development,,,Error in module at line 440: API Timeout,
3411,2024-05-21 04:21:00,Database Connection Error,High,notification-service,production,USR-2667,,Error in module at line 168: Performance Degradation,192.168.152.108
3686,,Authentication Failure,High,notification-service,development,,,Error in module at line 331: Authentication Failure,10.0.207.162
3057,2024-01-31 01:47:00,Authentication Failure,Medium,user-dashboard,staging,,,Error in module at line 116: API Timeout,
185,2024-02-25 03:11:00,System Crash,Critical,payment-gateway,development,,,Error in module at line 160: UI Glitch,10.0.87.245
2675,2024-10-27 12:04:00,Memory Leak,Medium,user-dashboard,staging,,,Error in module at line 338: Permission Denied,
3416,2024-02-17 01:39:00,Database Connection Error,Low,auth-service,production,USR-3730,,Error in module at line 86: API Timeout,10.0.105.191
704,2024-05-24 06:24:00,Network Timeout,Critical,file-storage,production,,,Error in module at line 246: Permission Denied,
3974,2024-10-22 15:19:00,Network Timeout,High,notification-service,production,USR-1930,166.0,Error in module at line 191: System Crash,
3887,,Authentication Failure,High,payment-gateway,staging,USR-9976,,Error in module at line 222: Memory Leak,10.0.231.204
3673,2024-03-27 16:51:00,File Not Found,High,api-gateway,staging,,4637.0,Error in module at line 216: System Crash,
2259,2024-10-09 23:58:00,Permission Denied,Critical,database-manager,production,,,Error in module at line 20: Performance Degradation,
3044,,File Not Found,Critical,user-dashboard,unknown,,,Error in module at line 58: Memory Leak,
1112,,File Not Found,Medium,api-gateway,production,,,Error in module at line 307: System Crash,
3291,2024-12-28 13:33:00,Database Connection Error,High,database-manager,staging,,,Error in module at line 459: Memory Leak,10.0.173.8
506,2024-08-05 15:57:00,File Not Found,Low,unknown-module,production,,694.0,Error in module at line 439: System Crash,10.0.92.124
4602,2024-03-03 20:44:00,API Timeout,Medium,api-gateway,staging,,,Error in module at line 288: File Not Found,
905,,Permission Denied,High,notification-service,staging,,2252.0,Error in module at line 481: Performance Degradation,192.168.29.219
752,,Performance Degradation,Unknown,auth-service,staging,,,Error in module at line 391: File Not Found,192.168.47.154
3117,2024-07-12 13:54:00,File Not Found,Low,payment-gateway,staging,,,Error in module at line 493: API Timeout,
1382,2024-08-05 13:54:00,API Timeout,High,user-dashboard,staging,USR-7079,,Error in module at line 146: File Not Found,10.0.69.226
4874,2024-01-09 22:36:00,Memory Leak,Low,user-dashboard,staging,,170.0,Error in module at line 160: File Not Found,
2235,2024-08-25 14:09:00,System Crash,Low,notification-service,production,,,Error in module at line 16: UI Glitch,192.168.231.123
4289,2024-02-16 05:21:00,File Not Found,Low,notification-service,production,USR-2308,2489.7,Error in module at line 482: File Not Found,
3394,2024-04-18 02:09:00,UI Glitch,Critical,api-gateway,production,USR-4670,220.74,Error in module at line 233: System Crash,
3209,2024-02-06 18:01:00,Network Timeout,High,user-dashboard,production,USR-5108,,Error in module at line 467: UI Glitch,192.168.84.114
3136,2024-07-24 01:23:00,Network Timeout,Low,file-storage,development,USR-8517,,Error in module at line 360: File Not Found,192.168.213.72
2174,2024-03-28 14:18:00,UI Glitch,Medium,auth-service,development,,,Error in module at line 21: Performance Degradation,192.168.45.72
37,2024-07-22 08:25:00,Network Timeout,High,unknown-module,unknown,,1817.68,Error in module at line 385: Permission Denied,192.168.217.158
623,,Memory Leak,Medium,unknown-module,production,,,Error in module at line 496: Database Connection Error,
3897,2024-05-08 03:10:00,File Not Found,Medium,notification-service,staging,,,Error in module at line 126: Performance Degradation,
410,2024-04-28 19:36:00,Authentication Failure,Medium,api-gateway,unknown,,2642.9,Error in module at line 279: Database Connection Error,10.0.159.210
1194,2024-11-24 05:32:00,UI Glitch,Low,notification-service,development,,,Error in module at line 162: Permission Denied,192.168.252.60
1744,,Performance Degradation,Critical,notification-service,production,USR-6162,2299.0,Error in module at line 301: Database Connection Error,10.0.30.96
1107,2024-05-24 02:41:00,System Crash,Low,api-gateway,staging,,4666.9,Error in module at line 246: Network Timeout,
4857,2024-10-29 10:58:00,File Not Found,Critical,notification-service,unknown,,,Error in module at line 394: System Crash,192.168.249.179
1669,2024-05-08 02:31:00,Database Connection Error,Low,file-storage,unknown,,,Error in module at line 420: File Not Found,
4897,2024-05-29 03:52:00,UI Glitch,Unknown,auth-service,development,,,Error in module at line 68: UI Glitch,10.0.146.83
2011,2024-07-30 02:57:00,Memory Leak,High,file-storage,production,,,Error in module at line 156: Database Connection Error,192.168.12.149
405,2024-10-15 15:30:00,System Crash,High,payment-gateway,development,,2712.0,Error in module at line 288: Permission Denied,10.0.179.207
4858,2024-09-16 22:54:00,Performance Degradation,Low,user-dashboard,unknown,,,Error in module at line 69: Memory Leak,192.168.224.212
2250,2024-04-06 02:26:00,Authentication Failure,Critical,auth-service,production,USR-6165,,Error in module at line 212: Network Timeout,
588,2024-11-21 20:19:00,Authentication Failure,High,user-dashboard,staging,,,Error in module at line 116: Database Connection Error,10.0.142.54
1266,2024-08-26 12:07:00,API Timeout,Low,user-dashboard,production,,,Error in module at line 97: Authentication Failure,192.168.163.15
2394,2024-06-07 20:46:00,Database Connection Error,Medium,payment-gateway,development,USR-4284,,Error in module at line 218: Performance Degradation,
1465,2024-06-15 07:27:00,System Crash,Low,unknown-module,staging,,2259.0,Error in module at line 219: System Crash,10.0.5.249
4895,2024-03-22 08:46:00,Network Timeout,Medium,auth-service,production,,,Error in module at line 131: API Timeout,
4164,2024-12-21 01:44:00,UI Glitch,Low,database-manager,development,USR-9197,2147.77,Error in module at line 307: System Crash,
3804,2024-02-20 13:11:00,API Timeout,Low,file-storage,production,,,Error in module at line 234: File Not Found,
2504,2024-06-10 23:19:00,Memory Leak,Medium,database-manager,development,,,Error in module at line 338: Authentication Failure,
4158,2024-03-07 12:05:00,Authentication Failure,Critical,unknown-module,production,USR-5336,,Error in module at line 152: Performance Degradation,10.0.116.12
426,2024-09-19 05:44:00,API Timeout,Critical,unknown-module,production,USR-7257,,Error in module at line 242: Performance Degradation,
2591,2024-11-14 04:19:00,File Not Found,Critical,database-manager,development,USR-3106,3618.0,Error in module at line 106: File Not Found,10.0.120.82
3526,,System Crash,High,api-gateway,production,USR-4131,,Error in module at line 411: API Timeout,
2096,,File Not Found,High,api-gateway,staging,,1817.55,Error in module at line 84: Network Timeout,192.168.43.38
3690,2024-12-08 11:37:00,Permission Denied,Critical,auth-service,staging,,,Error in module at line 26: Network Timeout,
2605,2024-06-24 20:39:00,Permission Denied,High,user-dashboard,staging,USR-6792,,Error in module at line 11: Performance Degradation,192.168.150.2
1883,2024-10-19 15:45:00,Database Connection Error,High,file-storage,staging,,4408.57,Error in module at line 12: System Crash,
505,2024-06-24 15:14:00,File Not Found,Medium,payment-gateway,unknown,,,Error in module at line 382: Performance Degradation,
2562,,API Timeout,Medium,user-dashboard,development,,,Error in module at line 334: System Crash,
2464,2024-02-09 06:54:00,System Crash,High,user-dashboard,development,USR-1153,,Error in module at line 289: Performance Degradation,192.168.131.188
4283,2024-07-04 04:19:00,Performance Degradation,Medium,payment-gateway,development,,,Error in module at line 136: Permission Denied,
2033,,UI Glitch,Low,payment-gateway,production,,,Error in module at line 406: UI Glitch,192.168.140.235
2639,2024-10-14 23:25:00,Database Connection Error,High,payment-gateway,unknown,USR-5385,3814.0,Error in module at line 114: UI Glitch,10.0.108.133
1449,2024-03-27 18:27:00,Performance Degradation,Critical,auth-service,development,USR-4626,687.53,Error in module at line 437: Memory Leak,10.0.216.240
4247,,API Timeout,Unknown,payment-gateway,development,,,Error in module at line 234: Performance Degradation,
3414,2024-05-04 09:31:00,Permission Denied,Low,payment-gateway,development,USR-8647,,Error in module at line 98: Permission Denied,192.168.216.59
4592,2024-01-24 22:29:00,File Not Found,Critical,user-dashboard,production,,,Error in module at line 357: Performance Degradation,
720,2024-02-13 05:15:00,Performance Degradation,Critical,auth-service,production,,,Error in module at line 138: Database Connection Error,
711,,Memory Leak,Low,database-manager,development,,,Error in module at line 147: Network Timeout,192.168.49.186
1420,2024-04-01 00:13:00,Memory Leak,Critical,unknown-module,production,,3169.0,Error in module at line 143: Memory Leak,
803,2024-01-08 11:39:00,Network Timeout,Low,user-dashboard,staging,USR-4181,,Error in module at line 14: UI Glitch,
3715,,File Not Found,Critical,notification-service,staging,USR-4301,,Error in module at line 437: UI Glitch,
2279,2024-12-24 12:35:00,Permission Denied,Medium,auth-service,staging,USR-9950,1615.0,Error in module at line 123: Memory Leak,
1022,2024-12-18 01:10:00,Memory Leak,Low,payment-gateway,production,,,Error in module at line 398: Authentication Failure,
558,2024-11-12 22:58:00,Authentication Failure,Low,database-manager,development,,,Error in module at line 316: Memory Leak,
4973,2024-11-15 09:38:00,System Crash,High,api-gateway,staging,,,Error in module at line 60: Network Timeout,
2797,2024-03-08 21:27:00,Memory Leak,Medium,unknown-module,development,USR-8786,,Error in module at line 499: System Crash,
4725,2024-06-07 04:03:00,Permission Denied,Medium,api-gateway,production,,,Error in module at line 308: API Timeout,
2922,2024-12-10 14:53:00,File Not Found,Critical,database-manager,production,,,Error in module at line 174: Network Timeout,
2320,2024-07-24 09:39:00,System Crash,Unknown,notification-service,unknown,USR-7517,,Error in module at line 40: File Not Found,
1247,2024-05-15 12:43:00,Permission Denied,Critical,notification-service,staging,USR-7914,,Error in module at line 77: Performance Degradation,10.0.145.10
1834,2024-05-11 19:00:00,Network Timeout,High,user-dashboard,unknown,,,Error in module at line 139: API Timeout,192.168.74.54
3917,2024-09-01 19:12:00,System Crash,Medium,notification-service,unknown,,1868.83,Error in module at line 166: Network Timeout,192.168.84.73
1915,2024-12-07 06:48:00,Permission Denied,Critical,api-gateway,production,USR-5606,,Error in module at line 83: Permission Denied,
634,2024-11-18 20:35:00,Permission Denied,Unknown,api-gateway,development,,,Error in module at line 206: Authentication Failure,
338,2024-07-22 02:33:00,Authentication Failure,High,notification-service,development,,,Error in module at line 195: Authentication Failure,10.0.13.23
822,2024-11-17 04:58:00,Network Timeout,Medium,auth-service,staging,,3312.37,Error in module at line 343: Authentication Failure,
4650,2024-08-18 09:54:00,File Not Found,High,file-storage,unknown,USR-1700,,Error in module at line 268: File Not Found,10.0.25.185
3276,,Database Connection Error,High,api-gateway,production,,,Error in module at line 348: System Crash,192.168.3.26
860,2024-02-25 11:32:00,API Timeout,High,notification-service,staging,,,Error in module at line 72: UI Glitch,192.168.198.49
3824,2024-02-11 19:42:00,Authentication Failure,Critical,user-dashboard,staging,,,Error in module at line 66: Database Connection Error,192.168.180.13
2900,2024-07-03 07:49:00,API Timeout,Medium,notification-service,staging,,,Error in module at line 452: Database Connection Error,
947,,File Not Found,Critical,unknown-module,development,USR-1500,2567.0,Error in module at line 269: Database Connection Error,
1873,2024-11-09 19:33:00,API Timeout,Critical,auth-service,production,,,Error in module at line 305: UI Glitch,
4758,2024-03-09 07:14:00,Memory Leak,High,unknown-module,staging,USR-1087,580.0,Error in module at line 46: Performance Degradation,
767,2024-11-17 01:01:00,Permission Denied,High,user-dashboard,staging,,3487.0,Error in module at line 99: Database Connection Error,
2809,2024-10-24 09:21:00,Network Timeout,Low,api-gateway,staging,,799.0,Error in module at line 494: Network Timeout,10.0.227.28
2914,2024-05-31 09:04:00,File Not Found,Low,file-storage,production,USR-5989,,Error in module at line 268: System Crash,192.168.175.57
3560,2024-11-03 14:37:00,API Timeout,Critical,unknown-module,production,USR-2258,,Error in module at line 423: Memory Leak,
4885,2024-04-07 13:56:00,Network Timeout,Medium,user-dashboard,development,,,Error in module at line 296: System Crash,
165,2024-08-28 10:48:00,Network Timeout,Critical,database-manager,development,,3987.0,Error in module at line 136: Memory Leak,
3379,2024-12-08 03:32:00,File Not Found,Unknown,file-storage,development,USR-9868,,Error in module at line 399: File Not Found,192.168.77.89
4745,2024-12-13 02:59:00,API Timeout,Low,payment-gateway,staging,,,Error in module at line 224: UI Glitch,
4889,2024-02-14 11:12:00,Network Timeout,Unknown,payment-gateway,production,,4909.0,Error in module at line 27: UI Glitch,
2862,2024-12-26 15:59:00,Database Connection Error,High,unknown-module,staging,,4050.49,Error in module at line 224: Permission Denied,10.0.148.227
4925,,UI Glitch,Medium,file-storage,development,,,Error in module at line 309: UI Glitch,
2985,2024-08-17 22:22:00,Permission Denied,Medium,api-gateway,development,USR-8609,,Error in module at line 15: Network Timeout,10.0.225.223
3243,2024-07-28 08:03:00,Performance Degradation,Critical,unknown-module,staging,,,Error in module at line 460: File Not Found,
253,,Performance Degradation,Medium,user-dashboard,staging,,,Error in module at line 147: API Timeout,10.0.80.230
904,2024-09-03 13:04:00,API Timeout,High,api-gateway,development,,2582.0,Error in module at line 332: System Crash,192.168.157.193
2750,,System Crash,Low,auth-service,development,,,Error in module at line 205: File Not Found,
4571,2024-02-29 00:00:00,Network Timeout,Medium,payment-gateway,production,USR-9498,2899.0,Error in module at line 316: Permission Denied,
1543,2024-05-02 10:49:00,UI Glitch,Critical,database-manager,development,USR-9553,360.0,Error in module at line 262: Database Connection Error,10.0.193.120
1273,2024-11-18 02:26:00,Memory Leak,Critical,payment-gateway,production,,,Error in module at line 188: API Timeout,10.0.144.111
4358,,Performance Degradation,Low,notification-service,unknown,USR-2111,,Error in module at line 43: Network Timeout,10.0.75.156
1508,,Database Connection Error,Medium,unknown-module,unknown,,,Error in module at line 97: Authentication Failure,
1627,,Performance Degradation,Low,database-manager,staging,USR-7099,2539.0,Error in module at line 64: Database Connection Error,192.168.234.207
4831,,File Not Found,Critical,database-manager,staging,USR-2429,979.0,Error in module at line 206: API Timeout,
2390,2024-06-02 10:10:00,Performance Degradation,Critical,api-gateway,staging,,,Error in module at line 144: Performance Degradation,
1536,,File Not Found,Low,notification-service,staging,,3050.0,Error in module at line 494: System Crash,192.168.33.97
641,2024-06-11 17:59:00,Database Connection Error,High,unknown-module,development,USR-5373,,Error in module at line 401: Database Connection Error,
4230,2024-09-02 03:37:00,Network Timeout,Low,unknown-module,unknown,,,Error in module at line 28: API Timeout,
3991,2024-12-23 14:15:00,Authentication Failure,Critical,notification-service,staging,USR-1306,,Error in module at line 189: Network Timeout,10.0.147.168
4728,,Network Timeout,Critical,file-storage,development,,1533.0,Error in module at line 433: Performance Degradation,
4915,2024-07-02 17:20:00,Memory Leak,Critical,file-storage,unknown,USR-1542,,Error in module at line 43: Network Timeout,
2337,2024-06-29 16:17:00,Performance Degradation,High,auth-service,staging,,321.98,Error in module at line 7: System Crash,
4301,2024-03-31 14:42:00,Database Connection Error,Unknown,file-storage,development,,,Error in module at line 403: Authentication Failure,192.168.13.219
3747,2024-11-17 16:00:00,Authentication Failure,Critical,notification-service,development,,2978.0,Error in module at line 347: Memory Leak,
2906,2024-05-02 04:58:00,System Crash,Critical,user-dashboard,production,USR-3182,,Error in module at line 120: Network Timeout,192.168.222.22
1664,2024-09-03 12:00:00,File Not Found,Low,payment-gateway,unknown,,,Error in module at line 119: Network Timeout,10.0.143.242
3285,2024-09-20 18:00:00,API Timeout,Critical,unknown-module,staging,,,Error in module at line 157: File Not Found,
1641,,Performance Degradation,Medium,unknown-module,unknown,,,Error in module at line 346: Permission Denied,10.0.132.110
991,2024-03-24 04:41:00,UI Glitch,High,api-gateway,staging,,,Error in module at line 247: Performance Degradation,
3288,2024-12-30 20:43:00,API Timeout,Critical,user-dashboard,development,,,Error in module at line 73: System Crash,
1467,,UI Glitch,Medium,api-gateway,production,USR-6422,,Error in module at line 273: UI Glitch,
4785,2024-02-17 05:38:00,Performance Degradation,High,database-manager,unknown,USR-4366,1358.52,Error in module at line 19: System Crash,192.168.200.135
215,2024-06-17 04:32:00,Permission Denied,Critical,payment-gateway,production,USR-4896,415.95,Error in module at line 79: Database Connection Error,192.168.169.108
1028,2024-07-17 19:20:00,File Not Found,Medium,unknown-module,development,USR-9517,,Error in module at line 103: System Crash,
4279,2024-07-29 12:54:00,Memory Leak,Low,auth-service,development,USR-3059,,Error in module at line 498: UI Glitch,
4739,2024-01-21 17:31:00,Permission Denied,Low,auth-service,production,USR-7773,,Error in module at line 347: Performance Degradation,
2326,,API Timeout,High,api-gateway,unknown,,750.09,Error in module at line 277: Network Timeout,192.168.118.69
2899,,Memory Leak,Medium,api-gateway,production,,,Error in module at line 349: Permission Denied,
4784,2024-08-27 22:52:00,Permission Denied,Critical,unknown-module,production,USR-8257,,Error in module at line 486: Permission Denied,192.168.124.17
633,2024-08-30 20:48:00,Memory Leak,High,api-gateway,development,USR-4312,2359.0,Error in module at line 475: System Crash,10.0.89.161
1913,,UI Glitch,High,file-storage,staging,,195.04,Error in module at line 17: Performance Degradation,
1458,2024-06-14 23:14:00,UI Glitch,Critical,file-storage,staging,USR-5480,,Error in module at line 308: API Timeout,
3831,2024-01-04 03:37:00,Performance Degradation,Critical,auth-service,staging,USR-5986,,Error in module at line 472: Permission Denied,
2210,2024-03-14 00:53:00,UI Glitch,Low,unknown-module,development,,55.35,Error in module at line 464: UI Glitch,
968,2024-12-25 23:12:00,System Crash,Critical,auth-service,staging,,,Error in module at line 333: Memory Leak,10.0.117.239
1256,2024-09-23 05:04:00,Database Connection Error,Medium,file-storage,production,USR-4267,,Error in module at line 76: System Crash,
1694,,Memory Leak,Medium,user-dashboard,staging,USR-5622,,Error in module at line 499: API Timeout,
3206,2024-07-27 11:48:00,Authentication Failure,Low,auth-service,production,,,Error in module at line 350: Performance Degradation,192.168.176.156
4114,2024-10-19 08:06:00,Permission Denied,Unknown,database-manager,development,USR-8670,2729.0,Error in module at line 388: File Not Found,10.0.253.178
910,,System Crash,High,notification-service,production,USR-9855,,Error in module at line 264: API Timeout,192.168.230.178
4329,2024-01-08 04:49:00,Network Timeout,High,user-dashboard,development,,4319.0,Error in module at line 203: Performance Degradation,
2047,2024-12-06 05:09:00,Authentication Failure,Low,database-manager,development,USR-1356,3571.0,Error in module at line 231: Database Connection Error,
4971,2024-11-23 17:46:00,Authentication Failure,Medium,api-gateway,development,,,Error in module at line 446: Permission Denied,
4951,,API Timeout,Low,auth-service,staging,,,Error in module at line 40: Authentication Failure,
1208,,Permission Denied,Critical,database-manager,unknown,USR-4477,,Error in module at line 235: Network Timeout,192.168.232.6
3994,2024-01-07 07:02:00,Network Timeout,Medium,notification-service,staging,USR-6652,,Error in module at line 288: Network Timeout,
2021,2024-07-23 05:39:00,API Timeout,Unknown,notification-service,staging,USR-2476,,Error in module at line 401: Authentication Failure,
1645,2024-09-05 00:52:00,Performance Degradation,High,api-gateway,staging,,,Error in module at line 223: Authentication Failure,
1041,,Permission Denied,Critical,unknown-module,production,,,Error in module at line 424: Database Connection Error,
44,2024-09-21 19:35:00,Performance Degradation,Low,user-dashboard,development,,,Error in module at line 265: Authentication Failure,
4169,,Memory Leak,Critical,user-dashboard,staging,,,Error in module at line 119: System Crash,
3813,2024-04-22 08:23:00,API Timeout,High,api-gateway,staging,,,Error in module at line 428: API Timeout,
2160,,File Not Found,Low,unknown-module,development,,,Error in module at line 331: Network Timeout,10.0.100.187
1030,2024-12-30 14:42:00,Memory Leak,Medium,api-gateway,production,USR-3605,,Error in module at line 314: Authentication Failure,192.168.101.3
1396,2024-04-30 09:09:00,File Not Found,Critical,payment-gateway,development,USR-6176,4773.19,Error in module at line 181: UI Glitch,
4686,,API Timeout,Low,file-storage,production,,,Error in module at line 491: Memory Leak,
2467,2024-10-20 15:41:00,Performance Degradation,Low,database-manager,development,,,Error in module at line 83: System Crash,
1917,2024-04-23 18:45:00,Network Timeout,Medium,file-storage,production,USR-7403,,Error in module at line 17: System Crash,10.0.103.167
637,2024-06-06 19:55:00,Permission Denied,Low,file-storage,staging,,,Error in module at line 440: File Not Found,
3017,2024-04-07 10:30:00,API Timeout,Critical,user-dashboard,staging,USR-1113,222.0,Error in module at line 465: File Not Found,10.0.96.110
329,2024-09-21 20:34:00,System Crash,Low,file-storage,staging,USR-6843,,Error in module at line 379: Performance Degradation,
1513,2024-05-07 06:56:00,File Not Found,High,unknown-module,development,USR-6495,,Error in module at line 90: Database Connection Error,
2180,2024-07-10 21:52:00,File Not Found,Critical,payment-gateway,unknown,,2684.02,Error in module at line 394: Database Connection Error,192.168.92.227
2496,2024-09-06 06:13:00,Performance Degradation,Low,file-storage,production,,4818.04,Error in module at line 34: Database Connection Error,
301,,Database Connection Error,Unknown,notification-service,development,,,Error in module at line 264: System Crash,192.168.157.19
