log_id,timestamp,error_type,severity,module,environment,user_id,response_time_ms,message,ip_address
105,2024-07-11 18:56:00,API Timeout,P2,notification-service,staging,6321,99999,Error in module at line 206: Permission Denied,10.0.6.105
1132,09-May-2024 16:08:00,Permission Denied,Critical,auth-service,,,N/A,Error in module at line 266: Permission Denied,
4776,,API Timeout,LOW,api-gateway,staging,,4140,Error in module at line 161: System Crash,10.0.73.203
4383,,Permission Denied,Critical,payment-gateway,Staging,USR-6082,,Error in module at line 42: Database Connection Error,192.168.86.136
3040,1721851680.0,Authentication Failure,,api-gateway,prod,,,Error in module at line 441: API Timeout,10.0.247.16
4530,1720674480.0,Database Connection Error,LOW,database-manager,dev,USR-3774,99999,Error in module at line 227: File Not Found,0.0.0.0
1141,08/16/2024 15:06,Network Timeout,P2,database-manager,dev,,99999,Error in module at line 199: System Crash,
1478,04/24/2024 14:22,Network Timeout,med,file-storage,development,UNKNOWN,4608,Error in module at line 297: File Not Found,
2989,1716037500.0,System Crash,LOW,notification-service,staging,5506,1831,Error in module at line 442: Memory Leak,
4443,2024-01-19 18:15:00,UI Glitch,med,user-dashboard,Staging,,,Error in module at line 215: Authentication Failure,
4545,20-Jan-2024 23:47:00,API Timeout,high,user-dashboard,dev,,N/A,Error in module at line 173: System Crash,
4795,21-Jun-2024 08:43:00,Permission Denied,,notification-service,stg,UNKNOWN,2683.31,Error in module at line 111: Database Connection Error,INVALID_IP
1552,11/23/2024 15:22,Database Connection Error,P3,database-manager,stg,,-1,Error in module at line 246: UI Glitch,INVALID_IP
2975,19-Feb-2024 10:31:00,Database Connection Error,High,database-manager,DEV,,99999,Error in module at line 172: Permission Denied,10.0.36.32
1864,2024-06-18 12:17:00,Permission Denied,LOW,payment-gateway,stg,,1026,Error in module at line 79: Performance Degradation,
921,1707307380.0,UI Glitch,P1,file-storage,PRODUCTION,UNKNOWN,99999,Error in module at line 92: Database Connection Error,INVALID_IP
80,02-May-2024 01:55:00,Memory Leak,P3,payment-gateway,PRODUCTION,USR-4213,N/A,Error in module at line 56: Authentication Failure,0.0.0.0
4228,2024-05-01 15:39:00,Network Timeout,Low,api-gateway,Staging,,1863,Error in module at line 160: UI Glitch,10.0.35.16
2566,1733990280.0,Permission Denied,LOW,api-gateway,PRODUCTION,4842,,Error in module at line 87: Authentication Failure,
4655,1731862200.0,API Timeout,P1,notification-service,dev,USR-6623,N/A,Error in module at line 499: Network Timeout,0.0.0.0
2832,1726795080.0,File Not Found,P4,database-manager,prod,,-1,Error in module at line 215: UI Glitch,10.0.109.18
932,,File Not Found,P3,file-storage,DEV,UNKNOWN,N/A,Error in module at line 321: System Crash,192.168.50.65
1143,1705467120.0,Database Connection Error,LOW,file-storage,dev,USR-6181,N/A,Error in module at line 227: UI Glitch,
2050,2024-07-27 21:06:00,System Crash,High,payment-gateway,staging,,N/A,Error in module at line 192: UI Glitch,
4921,09/29/2024 12:44,UI Glitch,LOW,user-dashboard,development,,2951.16,Error in module at line 229: Database Connection Error,192.168.173.14
16,2024-02-08 20:13:00,File Not Found,P4,payment-gateway,dev,5427,2884.51,Error in module at line 201: Database Connection Error,INVALID_IP
4304,24-Feb-2024 17:13:00,Database Connection Error,high,auth-service,prod,UNKNOWN,-1,Error in module at line 5: Memory Leak,
3102,07/08/2024 12:54,Performance Degradation,med,auth-service,staging,USR-2918,-1,Error in module at line 495: Database Connection Error,
21,28-Feb-2024 06:50:00,System Crash,,auth-service,DEV,USR-7415,-1,Error in module at line 132: API Timeout,INVALID_IP
1568,,Memory Leak,LOW,database-manager,PRODUCTION,,1335.77,Error in module at line 287: Database Connection Error,INVALID_IP
727,,UI Glitch,High,payment-gateway,development,,780.38,Error in module at line 169: Permission Denied,INVALID_IP
1905,08/29/2024 11:38,Permission Denied,,notification-service,dev,USR-1303,99999,Error in module at line 410: API Timeout,INVALID_IP
4064,24-Oct-2024 21:41:00,UI Glitch,high,api-gateway,PRODUCTION,UNKNOWN,-1,Error in module at line 261: Permission Denied,0.0.0.0
4212,06-Feb-2024 06:32:00,Network Timeout,CRITICAL,database-manager,production,,-1,Error in module at line 59: System Crash,INVALID_IP
1901,01-Apr-2024 12:36:00,File Not Found,P1,database-manager,staging,USR-1163,1155.78,Error in module at line 72: API Timeout,0.0.0.0
4462,1733395860.0,Network Timeout,P1,auth-service,stg,4278,N/A,Error in module at line 178: Performance Degradation,0.0.0.0
4133,03/21/2024 21:56,Performance Degradation,P3,user-dashboard,development,UNKNOWN,N/A,Error in module at line 152: API Timeout,0.0.0.0
707,,Network Timeout,LOW,notification-service,development,USR-6225,,Error in module at line 473: Memory Leak,10.0.167.224
3407,1718774400.0,File Not Found,P1,api-gateway,staging,USR-8115,2162.54,Error in module at line 187: Database Connection Error,10.0.249.116
1887,1727106360.0,Performance Degradation,P2,auth-service,DEV,UNKNOWN,0,Error in module at line 275: File Not Found,10.0.46.137
3952,,File Not Found,P3,api-gateway,staging,USR-6340,1933,Error in module at line 400: Database Connection Error,10.0.218.165
666,,Memory Leak,CRITICAL,file-storage,PRODUCTION,3967,4478,Error in module at line 301: API Timeout,
1294,,Performance Degradation,P1,api-gateway,,7072,0,Error in module at line 164: System Crash,0.0.0.0
3587,08-Sep-2024 06:30:00,Memory Leak,P1,payment-gateway,development,USR-6457,0,Error in module at line 73: File Not Found,0.0.0.0
388,05-Nov-2024 17:01:00,Performance Degradation,Critical,notification-service,,USR-8474,,Error in module at line 337: UI Glitch,INVALID_IP
3124,12/05/2024 07:37,Performance Degradation,Low,user-dashboard,Staging,UNKNOWN,N/A,Error in module at line 189: Database Connection Error,
318,,Authentication Failure,Critical,file-storage,production,,-1,Error in module at line 158: Memory Leak,10.0.57.44
3570,,Network Timeout,High,payment-gateway,staging,,165.44,Error in module at line 373: Permission Denied,10.0.58.108
3855,29-May-2024 05:37:00,Memory Leak,P4,,,,,Error in module at line 385: System Crash,0.0.0.0
2468,,Performance Degradation,Low,api-gateway,dev,UNKNOWN,1230.37,Error in module at line 469: System Crash,
2547,INVALID_TIME,Performance Degradation,P3,database-manager,dev,UNKNOWN,,Error in module at line 76: Authentication Failure,
3014,2024-02-06 19:07:00,Network Timeout,high,file-storage,prod,,-1,Error in module at line 106: File Not Found,192.168.232.182
3819,,Database Connection Error,P1,database-manager,,,,Error in module at line 358: API Timeout,
3296,11/26/2024 14:58,Permission Denied,P3,,DEV,USR-2008,-1,Error in module at line 338: System Crash,INVALID_IP
1169,2024-02-23 07:18:00,Memory Leak,med,api-gateway,Staging,USR-8413,0,Error in module at line 446: UI Glitch,
4935,2024-07-21 15:08:00,UI Glitch,Critical,auth-service,production,UNKNOWN,0,Error in module at line 288: Database Connection Error,10.0.114.75
4313,19-Apr-2024 11:06:00,Authentication Failure,high,user-dashboard,DEV,USR-3427,,Error in module at line 475: Authentication Failure,192.168.29.88
2105,1715603700.0,Memory Leak,P4,database-manager,stg,USR-6911,-1,Error in module at line 67: File Not Found,
964,05-Mar-2024 03:35:00,Network Timeout,P1,database-manager,Staging,1946,N/A,Error in module at line 381: Permission Denied,0.0.0.0
2772,01/11/2024 03:42,Permission Denied,Critical,database-manager,DEV,7049,99999,Error in module at line 18: Permission Denied,INVALID_IP
4905,11-Jul-2024 01:30:00,Memory Leak,high,user-dashboard,DEV,USR-1899,99999,Error in module at line 340: File Not Found,10.0.230.66
1492,02-Dec-2024 19:20:00,Performance Degradation,P4,notification-service,Staging,,,Error in module at line 457: Permission Denied,0.0.0.0
1055,06/24/2024 11:07,Network Timeout,High,payment-gateway,stg,UNKNOWN,-1,Error in module at line 120: Authentication Failure,INVALID_IP
952,1715772300.0,UI Glitch,P3,file-storage,staging,USR-6554,0,Error in module at line 186: Network Timeout,0.0.0.0
2407,10/07/2024 13:27,Permission Denied,High,payment-gateway,Staging,,-1,Error in module at line 184: Permission Denied,192.168.40.35
2887,1719354780.0,API Timeout,P1,file-storage,production,,,Error in module at line 339: File Not Found,192.168.72.121
3159,14-Nov-2024 20:04:00,Memory Leak,CRITICAL,api-gateway,Staging,,99999,Error in module at line 383: API Timeout,INVALID_IP
3035,02-Oct-2024 21:07:00,Authentication Failure,med,notification-service,PRODUCTION,,-1,Error in module at line 42: Database Connection Error,0.0.0.0
3808,,File Not Found,Medium,notification-service,,2866,0,Error in module at line 432: System Crash,10.0.203.150
1490,02/27/2024 06:04,Network Timeout,Low,payment-gateway,prod,,-1,Error in module at line 305: API Timeout,0.0.0.0
3167,,Network Timeout,P3,user-dashboard,stg,,N/A,Error in module at line 407: Network Timeout,0.0.0.0
2691,,System Crash,P2,notification-service,dev,,N/A,Error in module at line 34: Authentication Failure,192.168.112.51
2495,,Performance Degradation,,payment-gateway,dev,,,Error in module at line 100: Memory Leak,INVALID_IP
4308,2024-02-07 21:47:00,Network Timeout,CRITICAL,notification-service,dev,USR-8205,-1,Error in module at line 389: System Crash,INVALID_IP
2432,11/26/2024 04:55,Network Timeout,P1,notification-service,dev,USR-2011,99999,Error in module at line 442: API Timeout,10.0.123.164
4679,,System Crash,P4,auth-service,stg,USR-1871,-1,Error in module at line 281: System Crash,10.0.30.115
2431,,API Timeout,P4,user-dashboard,stg,,N/A,Error in module at line 189: Database Connection Error,INVALID_IP
4868,1716203100.0,Permission Denied,LOW,api-gateway,prod,UNKNOWN,,Error in module at line 413: Permission Denied,INVALID_IP
4451,07/20/2024 11:36,System Crash,CRITICAL,payment-gateway,,,1276.4,Error in module at line 70: Database Connection Error,
28,1725440940.0,UI Glitch,LOW,api-gateway,prod,UNKNOWN,,Error in module at line 492: System Crash,192.168.1.51
1560,1728318240.0,Performance Degradation,CRITICAL,,Staging,USR-7133,N/A,Error in module at line 311: System Crash,0.0.0.0
130,01-Feb-2024 02:52:00,Performance Degradation,P2,user-dashboard,,UNKNOWN,2769.59,Error in module at line 24: UI Glitch,INVALID_IP
2261,27-Feb-2024 18:45:00,System Crash,,payment-gateway,dev,UNKNOWN,,Error in module at line 155: Network Timeout,10.0.254.119
2856,,Memory Leak,P2,user-dashboard,development,,0,Error in module at line 295: Performance Degradation,0.0.0.0
880,31-Jul-2024 23:18:00,Database Connection Error,med,api-gateway,,,-1,Error in module at line 17: Database Connection Error,192.168.61.148
501,,Performance Degradation,Low,file-storage,,4923,-1,Error in module at line 445: Database Connection Error,INVALID_IP
2053,INVALID_TIME,Permission Denied,P2,auth-service,,,N/A,Error in module at line 46: Authentication Failure,10.0.150.183
1477,,API Timeout,P4,api-gateway,staging,,1934.16,Error in module at line 213: Memory Leak,
2001,27-Jul-2024 02:32:00,Permission Denied,high,database-manager,prod,,99999,Error in module at line 115: Authentication Failure,
1754,2024-09-21 12:10:00,Network Timeout,P3,auth-service,DEV,USR-8631,2883.41,Error in module at line 493: System Crash,INVALID_IP
2244,,Memory Leak,Low,api-gateway,stg,USR-4613,99999,Error in module at line 184: File Not Found,10.0.183.177
4357,02/05/2024 16:30,Memory Leak,med,api-gateway,DEV,,N/A,Error in module at line 247: UI Glitch,INVALID_IP
2485,28-Jun-2024 21:16:00,Memory Leak,Medium,database-manager,dev,UNKNOWN,3767.57,Error in module at line 465: API Timeout,INVALID_IP
2673,1726645200.0,Network Timeout,LOW,api-gateway,DEV,UNKNOWN,4665.17,Error in module at line 11: File Not Found,0.0.0.0
2302,,Authentication Failure,Critical,auth-service,,USR-2560,N/A,Error in module at line 54: Authentication Failure,192.168.60.181
1151,25-Jan-2024 05:16:00,API Timeout,high,user-dashboard,PRODUCTION,UNKNOWN,3300.22,Error in module at line 38: Network Timeout,0.0.0.0
3815,,API Timeout,Critical,auth-service,staging,UNKNOWN,-1,Error in module at line 360: Performance Degradation,
1811,2024-09-28 05:59:00,Permission Denied,High,database-manager,staging,,-1,Error in module at line 499: System Crash,INVALID_IP
1146,2024-07-20 06:07:00,API Timeout,Low,user-dashboard,PRODUCTION,6997,99999,Error in module at line 431: UI Glitch,192.168.34.58
2684,2024-12-19 05:04:00,File Not Found,Critical,database-manager,PRODUCTION,,N/A,Error in module at line 73: Performance Degradation,INVALID_IP
4746,2024-10-30 07:28:00,Network Timeout,CRITICAL,,stg,,4790.91,Error in module at line 338: System Crash,INVALID_IP
618,21-Mar-2024 17:48:00,Network Timeout,P3,api-gateway,prod,4252,,Error in module at line 437: Permission Denied,
152,02/13/2024 15:24,Network Timeout,P2,file-storage,staging,USR-9099,99999,Error in module at line 301: File Not Found,192.168.250.39
1957,24-Mar-2024 19:04:00,API Timeout,LOW,notification-service,Staging,,4812,Error in module at line 75: System Crash,0.0.0.0
1097,28-Sep-2024 04:43:00,UI Glitch,Low,database-manager,Staging,USR-4226,N/A,Error in module at line 380: Permission Denied,
490,,Authentication Failure,Critical,api-gateway,prod,USR-4832,0,Error in module at line 457: Permission Denied,
645,1723667340.0,UI Glitch,P4,,prod,,99999,Error in module at line 345: System Crash,
32,28-Aug-2024 03:11:00,Database Connection Error,P1,auth-service,PRODUCTION,USR-6011,4385.92,Error in module at line 14: Authentication Failure,INVALID_IP
1900,1723248480.0,File Not Found,CRITICAL,payment-gateway,staging,UNKNOWN,99999,Error in module at line 167: Memory Leak,10.0.241.69
3663,10-Mar-2024 00:48:00,File Not Found,LOW,api-gateway,Staging,,99999,Error in module at line 123: Database Connection Error,192.168.7.180
2144,09-Jul-2024 04:51:00,API Timeout,med,api-gateway,development,USR-4783,0,Error in module at line 215: Performance Degradation,
1707,05-Jul-2024 23:14:00,System Crash,,database-manager,dev,5902,1544.41,Error in module at line 98: Database Connection Error,0.0.0.0
1972,2024-06-17 15:36:00,API Timeout,high,payment-gateway,development,,N/A,Error in module at line 440: API Timeout,INVALID_IP
3411,21-May-2024 04:21:00,Database Connection Error,P2,notification-service,prod,USR-2667,-1,Error in module at line 168: Performance Degradation,192.168.152.108
3686,,Authentication Failure,High,notification-service,dev,,N/A,Error in module at line 331: Authentication Failure,10.0.207.162
3057,31-Jan-2024 01:47:00,Authentication Failure,med,user-dashboard,stg,,N/A,Error in module at line 116: API Timeout,
185,25-Feb-2024 03:11:00,System Crash,P1,payment-gateway,development,,N/A,Error in module at line 160: UI Glitch,10.0.87.245
2675,1730030640.0,Memory Leak,med,user-dashboard,Staging,,-1,Error in module at line 338: Permission Denied,0.0.0.0
3416,2024-02-17 01:39:00,Database Connection Error,LOW,auth-service,PRODUCTION,USR-3730,,Error in module at line 86: API Timeout,10.0.105.191
704,24-May-2024 06:24:00,Network Timeout,P1,file-storage,production,,N/A,Error in module at line 246: Permission Denied,
3974,2024-10-22 15:19:00,Network Timeout,high,notification-service,PRODUCTION,USR-1930,166,Error in module at line 191: System Crash,
3887,,Authentication Failure,High,payment-gateway,Staging,9976,99999,Error in module at line 222: Memory Leak,10.0.231.204
3673,2024-03-27 16:51:00,File Not Found,High,api-gateway,Staging,UNKNOWN,4637,Error in module at line 216: System Crash,INVALID_IP
2195,05-Sep-2024 18:15:00,Performance Degradation,med,notification-service,development,UNKNOWN,99999,Error in module at line 29: System Crash,0.0.0.0
2259,1728518280.0,Permission Denied,Critical,database-manager,PRODUCTION,,N/A,Error in module at line 20: Performance Degradation,INVALID_IP
3044,,File Not Found,Critical,user-dashboard,,,N/A,Error in module at line 58: Memory Leak,0.0.0.0
1112,,File Not Found,P3,api-gateway,prod,,,Error in module at line 307: System Crash,
3291,1735392780.0,Database Connection Error,High,database-manager,staging,,N/A,Error in module at line 459: Memory Leak,10.0.173.8
506,1722873420.0,File Not Found,P4,,prod,,694,Error in module at line 439: System Crash,10.0.92.124
4602,1709498640.0,API Timeout,P3,api-gateway,Staging,,-1,Error in module at line 288: File Not Found,0.0.0.0
905,,Permission Denied,high,notification-service,Staging,,2252,Error in module at line 481: Performance Degradation,192.168.29.219
752,,Performance Degradation,,auth-service,Staging,,99999,Error in module at line 391: File Not Found,192.168.47.154
3117,1720792440.0,File Not Found,Low,payment-gateway,stg,,N/A,Error in module at line 493: API Timeout,INVALID_IP
1382,1722866040.0,API Timeout,P2,user-dashboard,staging,USR-7079,-1,Error in module at line 146: File Not Found,10.0.69.226
1215,1723259880.0,API Timeout,P4,,staging,USR-3137,0,Error in module at line 297: API Timeout,10.0.37.43
4874,01/09/2024 22:36,Memory Leak,P4,user-dashboard,Staging,,170,Error in module at line 160: File Not Found,INVALID_IP
2235,25-Aug-2024 14:09:00,System Crash,P4,notification-service,PRODUCTION,,-1,Error in module at line 16: UI Glitch,192.168.231.123
4289,2024-02-16 05:21:00,File Not Found,P4,notification-service,prod,2308,2489.7,Error in module at line 482: File Not Found,0.0.0.0
3394,18-Apr-2024 02:09:00,UI Glitch,P1,api-gateway,prod,4670,220.74,Error in module at line 233: System Crash,
3209,06-Feb-2024 18:01:00,Network Timeout,High,user-dashboard,prod,USR-5108,99999,Error in module at line 467: UI Glitch,192.168.84.114
3136,07/24/2024 01:23,Network Timeout,P4,file-storage,development,8517,0,Error in module at line 360: File Not Found,192.168.213.72
2174,28-Mar-2024 14:18:00,UI Glitch,med,auth-service,development,UNKNOWN,-1,Error in module at line 21: Performance Degradation,192.168.45.72
37,1721636700.0,Network Timeout,High,,,,1817.68,Error in module at line 385: Permission Denied,192.168.217.158
623,,Memory Leak,P3,,prod,,0,Error in module at line 496: Database Connection Error,
3897,08-May-2024 03:10:00,File Not Found,Medium,notification-service,staging,,0,Error in module at line 126: Performance Degradation,0.0.0.0
410,28-Apr-2024 19:36:00,Authentication Failure,med,api-gateway,,,2642.9,Error in module at line 279: Database Connection Error,10.0.159.210
1194,1732426320.0,UI Glitch,P4,notification-service,DEV,UNKNOWN,99999,Error in module at line 162: Permission Denied,192.168.252.60
1744,,Performance Degradation,CRITICAL,notification-service,PRODUCTION,6162,2299,Error in module at line 301: Database Connection Error,10.0.30.96
1107,2024-05-24 02:41:00,System Crash,P4,api-gateway,staging,UNKNOWN,4666.9,Error in module at line 246: Network Timeout,INVALID_IP
4857,1730199480.0,File Not Found,P1,notification-service,,UNKNOWN,N/A,Error in module at line 394: System Crash,192.168.249.179
1669,2024-05-08 02:31:00,Database Connection Error,Low,file-storage,,UNKNOWN,-1,Error in module at line 420: File Not Found,INVALID_IP
4897,29-May-2024 03:52:00,UI Glitch,,auth-service,development,,0,Error in module at line 68: UI Glitch,10.0.146.83
2011,2024-07-30 02:57:00,Memory Leak,High,file-storage,prod,UNKNOWN,0,Error in module at line 156: Database Connection Error,192.168.12.149
405,2024-10-15 15:30:00,System Crash,P2,payment-gateway,DEV,,2712,Error in module at line 288: Permission Denied,10.0.179.207
4858,16-Sep-2024 22:54:00,Performance Degradation,P4,user-dashboard,,UNKNOWN,-1,Error in module at line 69: Memory Leak,192.168.224.212
2250,2024-04-06 02:26:00,Authentication Failure,Critical,auth-service,production,6165,-1,Error in module at line 212: Network Timeout,INVALID_IP
588,21-Nov-2024 20:19:00,Authentication Failure,P2,user-dashboard,stg,UNKNOWN,0,Error in module at line 116: Database Connection Error,10.0.142.54
1746,19-Aug-2024 01:34:00,Memory Leak,high,file-storage,DEV,UNKNOWN,-1,Error in module at line 165: API Timeout,192.168.141.24
1266,26-Aug-2024 12:07:00,API Timeout,Low,user-dashboard,prod,,-1,Error in module at line 97: Authentication Failure,192.168.163.15
2394,1717793160.0,Database Connection Error,med,payment-gateway,DEV,4284,-1,Error in module at line 218: Performance Degradation,0.0.0.0
1465,2024-06-15 07:27:00,System Crash,LOW,,stg,,2259,Error in module at line 219: System Crash,10.0.5.249
4895,22-Mar-2024 08:46:00,Network Timeout,Medium,auth-service,PRODUCTION,,-1,Error in module at line 131: API Timeout,INVALID_IP
4164,21-Dec-2024 01:44:00,UI Glitch,LOW,database-manager,DEV,USR-9197,2147.77,Error in module at line 307: System Crash,
3804,20-Feb-2024 13:11:00,API Timeout,LOW,file-storage,PRODUCTION,,N/A,Error in module at line 234: File Not Found,0.0.0.0
2504,1718061540.0,Memory Leak,P3,database-manager,DEV,,0,Error in module at line 338: Authentication Failure,INVALID_IP
3671,,Network Timeout,Critical,database-manager,prod,,-1,Error in module at line 167: Network Timeout,192.168.148.245
4158,03/07/2024 12:05,Authentication Failure,CRITICAL,,prod,5336,0,Error in module at line 152: Performance Degradation,10.0.116.12
426,09/19/2024 05:44,API Timeout,Critical,,PRODUCTION,7257,0,Error in module at line 242: Performance Degradation,INVALID_IP
2591,2024-11-14 04:19:00,File Not Found,P1,database-manager,DEV,3106,3618,Error in module at line 106: File Not Found,10.0.120.82
3526,,System Crash,high,api-gateway,PRODUCTION,4131,,Error in module at line 411: API Timeout,
2096,,File Not Found,P2,api-gateway,stg,,1817.55,Error in module at line 84: Network Timeout,192.168.43.38
3690,1733657820.0,Permission Denied,Critical,auth-service,staging,,,Error in module at line 26: Network Timeout,INVALID_IP
2605,24-Jun-2024 20:39:00,Permission Denied,P2,user-dashboard,Staging,6792,99999,Error in module at line 11: Performance Degradation,192.168.150.2
2731,,API Timeout,P3,file-storage,staging,2492,471.96,Error in module at line 461: System Crash,INVALID_IP
1883,1729352700.0,Database Connection Error,P2,file-storage,staging,,4408.57,Error in module at line 12: System Crash,INVALID_IP
505,24-Jun-2024 15:14:00,File Not Found,med,payment-gateway,,UNKNOWN,,Error in module at line 382: Performance Degradation,0.0.0.0
2562,,API Timeout,P3,user-dashboard,development,UNKNOWN,,Error in module at line 334: System Crash,INVALID_IP
2464,02/09/2024 06:54,System Crash,High,user-dashboard,development,1153,N/A,Error in module at line 289: Performance Degradation,192.168.131.188
4283,07/04/2024 04:19,Performance Degradation,med,payment-gateway,DEV,,-1,Error in module at line 136: Permission Denied,INVALID_IP
2033,,UI Glitch,LOW,payment-gateway,PRODUCTION,,N/A,Error in module at line 406: UI Glitch,192.168.140.235
2639,1728948300.0,Database Connection Error,high,payment-gateway,,USR-5385,3814,Error in module at line 114: UI Glitch,10.0.108.133
1449,03/27/2024 18:27,Performance Degradation,P1,auth-service,DEV,USR-4626,687.53,Error in module at line 437: Memory Leak,10.0.216.240
4247,,API Timeout,,payment-gateway,DEV,,-1,Error in module at line 234: Performance Degradation,INVALID_IP
3414,04-May-2024 09:31:00,Permission Denied,LOW,payment-gateway,DEV,USR-8647,N/A,Error in module at line 98: Permission Denied,192.168.216.59
4592,2024-01-24 22:29:00,File Not Found,CRITICAL,user-dashboard,prod,,-1,Error in module at line 357: Performance Degradation,0.0.0.0
720,02/13/2024 05:15,Performance Degradation,Critical,auth-service,production,UNKNOWN,N/A,Error in module at line 138: Database Connection Error,
711,INVALID_TIME,Memory Leak,Low,database-manager,DEV,UNKNOWN,99999,Error in module at line 147: Network Timeout,192.168.49.186
1420,01-Apr-2024 00:13:00,Memory Leak,P1,,production,UNKNOWN,3169,Error in module at line 143: Memory Leak,0.0.0.0
803,01/08/2024 11:39,Network Timeout,P4,user-dashboard,Staging,4181,N/A,Error in module at line 14: UI Glitch,0.0.0.0
3715,,File Not Found,CRITICAL,notification-service,Staging,4301,-1,Error in module at line 437: UI Glitch,INVALID_IP
2279,1735043700.0,Permission Denied,med,auth-service,Staging,9950,1615,Error in module at line 123: Memory Leak,INVALID_IP
1022,1734484200.0,Memory Leak,LOW,payment-gateway,production,UNKNOWN,N/A,Error in module at line 398: Authentication Failure,
558,2024-11-12 22:58:00,Authentication Failure,LOW,database-manager,DEV,,0,Error in module at line 316: Memory Leak,
4973,2024-11-15 09:38:00,System Crash,High,api-gateway,Staging,UNKNOWN,0,Error in module at line 60: Network Timeout,0.0.0.0
2797,03/08/2024 21:27,Memory Leak,med,,development,8786,99999,Error in module at line 499: System Crash,INVALID_IP
4725,06/07/2024 04:03,Permission Denied,med,api-gateway,PRODUCTION,,N/A,Error in module at line 308: API Timeout,
2922,1733842380.0,File Not Found,Critical,database-manager,PRODUCTION,,99999,Error in module at line 174: Network Timeout,0.0.0.0
2320,2024-07-24 09:39:00,System Crash,,notification-service,,USR-7517,99999,Error in module at line 40: File Not Found,INVALID_IP
1247,15-May-2024 12:43:00,Permission Denied,Critical,notification-service,stg,USR-7914,-1,Error in module at line 77: Performance Degradation,10.0.145.10
1834,11-May-2024 19:00:00,Network Timeout,P2,user-dashboard,,,-1,Error in module at line 139: API Timeout,192.168.74.54
3917,1725217920.0,System Crash,Medium,notification-service,,,1868.83,Error in module at line 166: Network Timeout,192.168.84.73
1915,12/07/2024 06:48,Permission Denied,P1,api-gateway,prod,USR-5606,99999,Error in module at line 83: Permission Denied,INVALID_IP
634,18-Nov-2024 20:35:00,Permission Denied,,api-gateway,DEV,,,Error in module at line 206: Authentication Failure,INVALID_IP
338,07/22/2024 02:33,Authentication Failure,high,notification-service,development,UNKNOWN,,Error in module at line 195: Authentication Failure,10.0.13.23
822,11/17/2024 04:58,Network Timeout,med,auth-service,staging,,3312.37,Error in module at line 343: Authentication Failure,INVALID_IP
4650,1723974840.0,File Not Found,P2,file-storage,,1700,-1,Error in module at line 268: File Not Found,10.0.25.185
3276,,Database Connection Error,High,api-gateway,PRODUCTION,,N/A,Error in module at line 348: System Crash,192.168.3.26
860,02/25/2024 11:32,API Timeout,High,notification-service,stg,,0,Error in module at line 72: UI Glitch,192.168.198.49
3824,2024-02-11 19:42:00,Authentication Failure,CRITICAL,user-dashboard,Staging,,99999,Error in module at line 66: Database Connection Error,192.168.180.13
2900,2024-07-03 07:49:00,API Timeout,Medium,notification-service,staging,,N/A,Error in module at line 452: Database Connection Error,0.0.0.0
947,,File Not Found,Critical,,development,1500,2567,Error in module at line 269: Database Connection Error,INVALID_IP
4591,03-Jul-2024 19:58:00,UI Glitch,LOW,database-manager,,,99999,Error in module at line 139: Database Connection Error,10.0.128.227
1873,1731180780.0,API Timeout,P1,auth-service,PRODUCTION,,0,Error in module at line 305: UI Glitch,0.0.0.0
4758,2024-03-09 07:14:00,Memory Leak,High,,stg,USR-1087,580,Error in module at line 46: Performance Degradation,0.0.0.0
767,1731805260.0,Permission Denied,high,user-dashboard,staging,UNKNOWN,3487,Error in module at line 99: Database Connection Error,0.0.0.0
2809,2024-10-24 09:21:00,Network Timeout,Low,api-gateway,stg,,799,Error in module at line 494: Network Timeout,10.0.227.28
2914,2024-05-31 09:04:00,File Not Found,P4,file-storage,prod,USR-5989,,Error in module at line 268: System Crash,192.168.175.57
3560,03-Nov-2024 14:37:00,API Timeout,CRITICAL,,prod,2258,,Error in module at line 423: Memory Leak,INVALID_IP
4885,07-Apr-2024 13:56:00,Network Timeout,Medium,user-dashboard,dev,,N/A,Error in module at line 296: System Crash,
165,1724842080.0,Network Timeout,CRITICAL,database-manager,DEV,UNKNOWN,3987,Error in module at line 136: Memory Leak,
3379,1733628720.0,File Not Found,,file-storage,DEV,USR-9868,N/A,Error in module at line 399: File Not Found,192.168.77.89
3709,1712064540.0,Performance Degradation,CRITICAL,,production,,,Error in module at line 325: Network Timeout,
4745,12/13/2024 02:59,API Timeout,LOW,payment-gateway,stg,UNKNOWN,99999,Error in module at line 224: UI Glitch,0.0.0.0
4889,02/14/2024 11:12,Network Timeout,,payment-gateway,prod,,4909,Error in module at line 27: UI Glitch,0.0.0.0
4516,2024-08-29 01:28:00,Permission Denied,Medium,file-storage,development,,99999,Error in module at line 476: Network Timeout,10.0.45.2
2862,1735228740.0,Database Connection Error,high,,Staging,,4050.49,Error in module at line 224: Permission Denied,10.0.148.227
4925,,UI Glitch,P3,file-storage,dev,,,Error in module at line 309: UI Glitch,
2985,08/17/2024 22:22,Permission Denied,med,api-gateway,DEV,8609,,Error in module at line 15: Network Timeout,10.0.225.223
677,,Permission Denied,Critical,notification-service,DEV,USR-2164,0,Error in module at line 266: Database Connection Error,192.168.86.154
3243,28-Jul-2024 08:03:00,Performance Degradation,CRITICAL,,staging,,,Error in module at line 460: File Not Found,
253,,Performance Degradation,med,user-dashboard,stg,,-1,Error in module at line 147: API Timeout,10.0.80.230
