ticket_id,customer_id,order_id,issue_type,description,priority,status,created_date,resolved_date,agent
1010,8,1525,Billing,,Medium,Resolved,2024-02-18 00:00:00,2024-02-29 00:00:00,Agent_Smith
1011,839,411,Billing,Cannot login to account,Medium,Closed,2024-01-27 00:00:00,,Agent_Smith
1012,1380,4025,Return,Charged twice for order,Low,Closed,2023-03-08 00:00:00,2023-03-17 00:00:00,Agent_Smith
1013,160,6934,Delivery,Want to return product,Unknown,Closed,2023-10-18 00:00:00,2023-10-30 00:00:00,Unassigned
1014,1200,2201,Delivery,Wrong item received,Low,In Progress,2023-06-09 00:00:00,2023-06-10 00:00:00,Agent_Jones
1015,1096,483,Billing,,Medium,Resolved,2024-09-27 00:00:00,2024-09-28 00:00:00,Unassigned
1016,55,3864,Return,Charged twice for order,Medium,Resolved,2023-11-26 00:00:00,2023-12-04 00:00:00,Agent_Brown
1017,2455,1120,Technical,Charged twice for order,Medium,In Progress,2024-04-25 00:00:00,2024-05-05 00:00:00,Agent_Brown
1018,2956,3338,Product Defect,Product arrived damaged,High,Open,2023-11-11 00:00:00,,Unassigned
1019,205,5542,Return,Wrong item received,Low,In Progress,2024-08-01 00:00:00,,Agent_Smith
1020,1518,505,Billing,App crashing on checkout,Unknown,Closed,2023-08-20 00:00:00,2023-08-26 00:00:00,Agent_Smith
1021,1679,5199,Delivery,Product arrived damaged,Medium,In Progress,2024-10-10 00:00:00,2024-10-17 00:00:00,Unassigned
1022,1597,57,Technical,Charged twice for order,Low,Closed,2023-09-01 00:00:00,2023-09-15 00:00:00,Unassigned
1023,2424,1714,Account,App crashing on checkout,Low,Resolved,2024-04-26 00:00:00,2024-05-09 00:00:00,Agent_Jones
1024,1811,5416,Billing,App crashing on checkout,Medium,Open,2024-09-17 00:00:00,2024-09-20 00:00:00,Unassigned
1025,1713,4614,Technical,Charged twice for order,Medium,Open,2024-05-30 00:00:00,,Unassigned
1026,527,2271,Billing,Charged twice for order,Low,In Progress,2024-08-02 00:00:00,2024-08-04 00:00:00,Agent_Smith
1027,2634,7444,Account,,High,In Progress,2024-04-19 00:00:00,,Unassigned
1028,187,1628,Delivery,Cannot login to account,High,Unknown,2023-06-12 00:00:00,2023-06-26 00:00:00,Agent_Jones
1029,2886,2834,Delivery,Charged twice for order,Unknown,Closed,2023-01-07 00:00:00,2023-01-15 00:00:00,Agent_Brown
1030,940,3809,Technical,,Low,Open,2023-05-13 00:00:00,2023-05-15 00:00:00,Unassigned
1031,1073,7947,Account,App crashing on checkout,Low,Resolved,2024-05-17 00:00:00,2024-05-27 00:00:00,Agent_Brown
1032,1990,1800,Return,Want to return product,High,Resolved,2023-08-24 00:00:00,2023-09-07 00:00:00,Unassigned
1033,2167,5785,Product Defect,Want to return product,Low,Closed,2024-09-08 00:00:00,,Unassigned
1034,1541,4893,Technical,,Low,In Progress,2023-12-04 00:00:00,2023-12-09 00:00:00,Unassigned
1035,2502,2779,Delivery,,Low,Resolved,2024-10-12 00:00:00,,Unassigned
1036,1360,4827,Technical,Cannot login to account,Low,In Progress,2024-07-21 00:00:00,,Agent_Smith
1037,1673,5652,Account,Charged twice for order,High,Closed,2023-09-06 00:00:00,2023-09-09 00:00:00,Unassigned
1038,1140,774,Product Defect,Cannot login to account,Low,Closed,2024-09-10 00:00:00,2024-09-16 00:00:00,Agent_Smith
1039,2273,4810,Delivery,Charged twice for order,High,Resolved,2024-07-20 00:00:00,2024-07-22 00:00:00,Agent_Brown
1040,381,3689,Product Defect,,High,Resolved,2023-05-18 00:00:00,2023-05-28 00:00:00,Agent_Smith
1041,2630,2485,Delivery,,Medium,In Progress,2023-11-16 00:00:00,,Unassigned
1042,2233,2986,Delivery,Charged twice for order,High,Resolved,2024-12-15 00:00:00,2024-12-17 00:00:00,Unassigned
1043,2457,2631,Unknown,Cannot login to account,Medium,Unknown,2023-06-27 00:00:00,2023-06-30 00:00:00,Agent_Jones
1044,466,2947,Unknown,Product arrived damaged,High,Resolved,2023-07-15 00:00:00,,Unassigned
1045,2338,4988,Delivery,,High,Closed,2023-02-09 00:00:00,,Agent_Smith
1046,521,1817,Return,,Low,Open,2024-09-13 00:00:00,2024-09-21 00:00:00,Unassigned
1047,1763,6897,Billing,Want to return product,Low,Resolved,2023-02-15 00:00:00,2023-02-27 00:00:00,Agent_Smith
1048,2379,5019,Delivery,Cannot login to account,Low,Closed,2024-12-05 00:00:00,2024-12-16 00:00:00,Unassigned
1049,1318,4784,Delivery,,Medium,Open,2024-11-03 00:00:00,2024-11-16 00:00:00,Unassigned
1050,1178,3342,Delivery,Product arrived damaged,High,In Progress,2024-03-07 00:00:00,,Agent_Smith
1051,1488,5996,Account,App crashing on checkout,Low,Closed,2024-02-29 00:00:00,2024-03-09 00:00:00,Agent_Smith
1052,2428,7172,Delivery,Product arrived damaged,High,In Progress,2023-09-02 00:00:00,2023-09-04 00:00:00,Unassigned
1053,104,919,Technical,,Low,Open,2024-08-30 00:00:00,2024-09-12 00:00:00,Agent_Smith
1054,1204,6078,Product Defect,Product arrived damaged,Low,Unknown,2023-10-23 00:00:00,,Unassigned
1055,1153,7011,Billing,,High,Open,2024-09-16 00:00:00,2024-09-19 00:00:00,Agent_Brown
1056,2727,1927,Account,,High,Resolved,2024-01-28 00:00:00,2024-02-02 00:00:00,Agent_Smith
1057,1768,2249,Account,Wrong item received,Medium,Closed,2024-10-08 00:00:00,2024-10-11 00:00:00,Agent_Jones
1058,1026,567,Account,,High,In Progress,2023-07-18 00:00:00,2023-07-19 00:00:00,Agent_Brown
1059,425,7407,Product Defect,,Low,Resolved,2023-08-03 00:00:00,2023-08-10 00:00:00,Agent_Smith
1060,144,2313,Product Defect,Product arrived damaged,Medium,Closed,2024-04-12 00:00:00,2024-04-24 00:00:00,Unassigned
1061,1404,5550,Return,Product arrived damaged,Low,Closed,2024-09-11 00:00:00,2024-09-11 00:00:00,Unassigned
1062,1838,3468,Return,Product arrived damaged,Medium,Open,2024-11-10 00:00:00,,Unassigned
1063,2891,5670,Account,App crashing on checkout,High,Closed,2023-04-22 00:00:00,,Agent_Smith
1064,508,5282,Delivery,,Medium,Closed,2024-09-22 00:00:00,2024-10-03 00:00:00,Agent_Jones
1065,2898,5207,Technical,Wrong item received,Medium,Open,2023-05-21 00:00:00,2023-05-29 00:00:00,Unassigned
1066,2888,1978,Delivery,Cannot login to account,Low,Closed,2024-04-21 00:00:00,,Unassigned
1067,294,697,Billing,App crashing on checkout,High,Resolved,2024-06-16 00:00:00,,Unassigned
1068,645,7763,Billing,App crashing on checkout,Medium,Open,2023-10-06 00:00:00,,Unassigned
1069,2371,3627,Return,Cannot login to account,Medium,Closed,2024-05-15 00:00:00,2024-05-22 00:00:00,Unassigned
1070,513,3962,Technical,Cannot login to account,Unknown,Open,2023-09-15 00:00:00,,Agent_Smith
1071,1398,2044,Delivery,,Unknown,Open,2023-04-16 00:00:00,2023-04-17 00:00:00,Agent_Jones
1072,2058,7588,Technical,Wrong item received,High,In Progress,2024-01-07 00:00:00,2024-01-07 00:00:00,Unassigned
1073,259,3297,Delivery,Wrong item received,High,Open,2024-05-29 00:00:00,2024-06-08 00:00:00,Unassigned
1074,309,284,Billing,,High,Open,2023-02-14 00:00:00,,Agent_Jones
1075,1114,6777,Technical,,Medium,In Progress,2023-08-22 00:00:00,2023-09-02 00:00:00,Agent_Smith
1076,820,6916,Delivery,Wrong item received,High,Closed,2023-08-05 00:00:00,2023-08-06 00:00:00,Unassigned
1077,1482,240,Billing,Product arrived damaged,Medium,Closed,2024-06-10 00:00:00,2024-06-21 00:00:00,Agent_Jones
1078,2281,2575,Delivery,Cannot login to account,Medium,Closed,2023-02-10 00:00:00,,Agent_Smith
1079,2313,1545,Delivery,Wrong item received,Medium,Closed,2023-06-09 00:00:00,2023-06-13 00:00:00,Agent_Smith
1080,720,7760,Technical,App crashing on checkout,High,Closed,2024-04-30 00:00:00,2024-05-13 00:00:00,Unassigned
1081,906,4300,Delivery,Wrong item received,High,Unknown,2024-11-26 00:00:00,2024-11-28 00:00:00,Unassigned
1082,124,3888,Billing,Want to return product,Low,Open,2024-08-07 00:00:00,,Unassigned
1083,1556,2835,Account,Charged twice for order,High,In Progress,2024-05-05 00:00:00,2024-05-15 00:00:00,Unassigned
1084,1918,5580,Billing,Product arrived damaged,High,Closed,2024-03-18 00:00:00,2024-03-28 00:00:00,Unassigned
1085,2740,5306,Return,,High,Unknown,2024-07-25 00:00:00,2024-08-06 00:00:00,Agent_Jones
1086,2341,5831,Billing,,Medium,Open,2024-06-08 00:00:00,,Agent_Smith
1087,1525,6086,Delivery,Wrong item received,High,Unknown,2023-01-31 00:00:00,2023-02-03 00:00:00,Unassigned
1088,2820,4169,Product Defect,Want to return product,Medium,Open,2024-09-09 00:00:00,2024-09-20 00:00:00,Agent_Jones
1089,12,1070,Billing,Charged twice for order,Medium,Resolved,2023-02-28 00:00:00,2023-03-12 00:00:00,Agent_Jones
1090,2137,4034,Return,Cannot login to account,Low,Closed,2024-08-05 00:00:00,2024-08-08 00:00:00,Agent_Smith
1091,849,3435,Product Defect,,Medium,Unknown,2024-11-22 00:00:00,2024-12-06 00:00:00,Agent_Brown
1092,468,6138,Account,Product arrived damaged,Unknown,In Progress,2024-08-24 00:00:00,2024-09-01 00:00:00,Agent_Smith
1093,1415,4496,Account,Cannot login to account,Medium,In Progress,2023-05-16 00:00:00,2023-05-27 00:00:00,Unassigned
1094,1378,1564,Billing,App crashing on checkout,Unknown,Closed,2023-01-11 00:00:00,,Agent_Smith
1095,2310,1181,Technical,,Medium,In Progress,2023-04-03 00:00:00,,Agent_Brown
1096,45,7747,Delivery,,Medium,In Progress,2024-12-03 00:00:00,2024-12-06 00:00:00,Unassigned
1097,1092,453,Delivery,Want to return product,High,Open,2024-11-13 00:00:00,,Agent_Smith
1098,1142,826,Billing,Wrong item received,Medium,In Progress,2023-03-25 00:00:00,2023-04-04 00:00:00,Unassigned
1099,575,7448,Account,,High,Open,2024-06-12 00:00:00,,Agent_Smith
1100,296,5293,Technical,Wrong item received,High,Resolved,2024-09-15 00:00:00,2024-09-26 00:00:00,Agent_Jones
1101,2093,4839,Return,Wrong item received,Medium,In Progress,2023-10-31 00:00:00,2023-11-09 00:00:00,Unassigned
1102,2667,5182,Technical,,High,Resolved,2024-01-08 00:00:00,,Agent_Smith
1103,439,1264,Product Defect,,Medium,Closed,2023-08-21 00:00:00,2023-08-30 00:00:00,Agent_Jones
1104,742,2805,Billing,,Medium,Open,2023-02-07 00:00:00,2023-02-20 00:00:00,Unassigned
1105,12,4742,Return,App crashing on checkout,Medium,Open,2024-08-15 00:00:00,2024-08-29 00:00:00,Agent_Smith
1106,2678,2954,Delivery,Charged twice for order,High,In Progress,2023-07-23 00:00:00,,Unassigned
1107,698,5409,Billing,,High,In Progress,2024-11-26 00:00:00,,Unassigned
1108,2456,5992,Return,Want to return product,High,Closed,2024-06-20 00:00:00,2024-06-26 00:00:00,Agent_Brown
1109,1429,6519,Product Defect,,Low,Open,2024-07-13 00:00:00,,Agent_Brown
1110,1561,3869,Product Defect,Charged twice for order,High,Open,2024-09-29 00:00:00,,Unassigned
1111,2472,3568,Account,Wrong item received,High,Open,2024-09-05 00:00:00,,Unassigned
1112,495,7531,Delivery,Product arrived damaged,Medium,Closed,2024-07-21 00:00:00,2024-08-03 00:00:00,Agent_Brown
1113,1896,3489,Account,Product arrived damaged,Low,Closed,2024-05-10 00:00:00,2024-05-18 00:00:00,Agent_Jones
1114,1114,5977,Return,,High,Open,2024-04-08 00:00:00,,Unassigned
1115,2603,5374,Product Defect,Charged twice for order,High,Closed,2024-11-21 00:00:00,2024-11-22 00:00:00,Unassigned
1116,247,5439,Account,Want to return product,High,Closed,2023-02-02 00:00:00,2023-02-14 00:00:00,Agent_Smith
1117,935,2037,Return,Wrong item received,Medium,Closed,2024-11-25 00:00:00,2024-12-05 00:00:00,Unassigned
1118,1792,3064,Delivery,Charged twice for order,Low,Resolved,2024-04-30 00:00:00,2024-05-02 00:00:00,Unassigned
1119,2124,1922,Unknown,App crashing on checkout,High,Closed,2023-10-19 00:00:00,2023-10-22 00:00:00,Unassigned
1120,2740,7920,Delivery,Cannot login to account,Medium,Open,2024-01-16 00:00:00,2024-01-21 00:00:00,Agent_Jones
1121,1210,3054,Product Defect,Cannot login to account,Low,Resolved,2024-05-13 00:00:00,2024-05-17 00:00:00,Agent_Smith
1122,1236,1888,Delivery,Wrong item received,High,Unknown,2023-11-20 00:00:00,2023-11-23 00:00:00,Unassigned
1123,2004,2622,Product Defect,App crashing on checkout,Medium,Closed,2023-04-18 00:00:00,,Unassigned
1124,940,7782,Technical,Want to return product,High,In Progress,2023-01-04 00:00:00,,Unassigned
1125,1772,26,Account,Charged twice for order,High,Closed,2023-03-15 00:00:00,2023-03-24 00:00:00,Agent_Brown
1126,1944,2315,Account,Charged twice for order,High,Open,2023-11-16 00:00:00,,Unassigned
1127,148,3566,Delivery,App crashing on checkout,Medium,Resolved,2024-08-29 00:00:00,2024-08-30 00:00:00,Unassigned
1128,2143,4153,Delivery,,Low,In Progress,2024-01-16 00:00:00,2024-01-24 00:00:00,Unassigned
1129,2771,1966,Product Defect,Cannot login to account,Medium,Open,2024-10-07 00:00:00,2024-10-10 00:00:00,Agent_Jones
1130,2999,4061,Delivery,Cannot login to account,Medium,Open,2024-07-16 00:00:00,2024-07-23 00:00:00,Unassigned
1131,1162,678,Product Defect,,Low,Open,2023-01-27 00:00:00,2023-02-08 00:00:00,Unassigned
1132,312,6532,Return,App crashing on checkout,High,Resolved,2023-05-07 00:00:00,,Unassigned
1133,1313,5671,Delivery,Cannot login to account,High,Open,2023-05-12 00:00:00,,Agent_Smith
1134,780,681,Billing,Cannot login to account,Medium,Closed,2023-08-22 00:00:00,,Agent_Smith
1135,1331,1611,Product Defect,Charged twice for order,Unknown,Open,2024-04-06 00:00:00,,Agent_Smith
1136,833,5519,Return,Product arrived damaged,Medium,In Progress,2023-01-26 00:00:00,2023-02-04 00:00:00,Unassigned
1137,2603,4878,Billing,Charged twice for order,High,Open,2024-08-05 00:00:00,2024-08-14 00:00:00,Unassigned
1138,1354,7658,Billing,Charged twice for order,High,Open,2023-09-18 00:00:00,2023-09-20 00:00:00,Agent_Smith
1139,1128,5578,Technical,,Unknown,Resolved,2023-10-13 00:00:00,,Agent_Jones
1140,868,2445,Billing,Product arrived damaged,Low,Resolved,2024-08-15 00:00:00,2024-08-15 00:00:00,Unassigned
1141,2743,2334,Return,Product arrived damaged,Low,Closed,2023-10-29 00:00:00,,Unassigned
1142,299,3307,Billing,App crashing on checkout,Medium,Resolved,2023-11-17 00:00:00,2023-11-23 00:00:00,Unassigned
1143,124,3262,Account,App crashing on checkout,High,In Progress,2023-04-27 00:00:00,2023-05-03 00:00:00,Agent_Brown
1144,632,5059,Product Defect,Cannot login to account,Low,Closed,2023-03-29 00:00:00,2023-03-30 00:00:00,Unassigned
1145,1223,5542,Technical,Product arrived damaged,Low,Resolved,2024-12-18 00:00:00,,Agent_Jones
1146,2812,5928,Technical,Product arrived damaged,High,In Progress,2024-02-22 00:00:00,2024-02-23 00:00:00,Agent_Jones
1147,1073,7471,Product Defect,,Low,In Progress,2023-02-14 00:00:00,2023-02-20 00:00:00,Agent_Smith
1148,133,836,Billing,Charged twice for order,High,Open,2023-02-24 00:00:00,2023-03-09 00:00:00,Unassigned
1149,164,7758,Delivery,App crashing on checkout,Unknown,Open,2023-02-25 00:00:00,,Unassigned
1150,1812,766,Billing,Product arrived damaged,High,In Progress,2023-12-17 00:00:00,2023-12-29 00:00:00,Unassigned
1151,860,2706,Technical,Cannot login to account,Medium,In Progress,2024-03-30 00:00:00,2024-04-12 00:00:00,Agent_Brown
1152,772,7320,Billing,,High,Resolved,2023-04-17 00:00:00,2023-04-22 00:00:00,Unassigned
1153,2839,1679,Billing,,Low,Resolved,2023-11-15 00:00:00,2023-11-17 00:00:00,Agent_Jones
1154,1361,1500,Product Defect,,Unknown,Resolved,2023-03-25 00:00:00,2023-03-30 00:00:00,Agent_Smith
1155,1465,3846,Account,Wrong item received,Medium,In Progress,2023-12-15 00:00:00,2023-12-25 00:00:00,Agent_Brown
1156,2351,2206,Account,Wrong item received,Medium,Open,2023-09-04 00:00:00,2023-09-13 00:00:00,Unassigned
1157,577,3559,Billing,Cannot login to account,Medium,In Progress,2024-03-18 00:00:00,,Agent_Brown
1158,2791,5372,Return,,Medium,Resolved,2023-12-23 00:00:00,2023-12-28 00:00:00,Unassigned
1159,986,4621,Return,Cannot login to account,Medium,Unknown,2024-09-22 00:00:00,2024-10-02 00:00:00,Agent_Brown
1160,266,6766,Billing,App crashing on checkout,Medium,Open,2023-11-17 00:00:00,2023-11-18 00:00:00,Unassigned
1161,651,2830,Product Defect,Want to return product,Medium,Closed,2024-03-13 00:00:00,2024-03-19 00:00:00,Agent_Jones
1162,2266,3490,Return,Charged twice for order,Medium,Closed,2023-12-06 00:00:00,2023-12-17 00:00:00,Unassigned
1163,2805,2941,Account,Charged twice for order,High,Resolved,2024-03-24 00:00:00,,Unassigned
1164,2627,4434,Account,Want to return product,Low,Unknown,2024-03-23 00:00:00,2024-03-24 00:00:00,Agent_Brown
1165,1927,7673,Billing,Wrong item received,Unknown,Open,2024-06-11 00:00:00,2024-06-17 00:00:00,Unassigned
1166,2664,3108,Technical,,Medium,Resolved,2024-09-12 00:00:00,2024-09-22 00:00:00,Agent_Brown
1167,871,4032,Delivery,App crashing on checkout,Unknown,Open,2024-07-13 00:00:00,2024-07-25 00:00:00,Agent_Smith
1168,1175,749,Delivery,App crashing on checkout,High,Open,2024-10-04 00:00:00,2024-10-07 00:00:00,Unassigned
1169,434,645,Billing,Product arrived damaged,Unknown,Open,2024-12-18 00:00:00,2024-12-28 00:00:00,Agent_Smith
1170,93,7406,Delivery,,Medium,Open,2024-05-16 00:00:00,2024-05-27 00:00:00,Unassigned
1171,1563,1094,Delivery,App crashing on checkout,High,In Progress,2023-06-09 00:00:00,2023-06-18 00:00:00,Agent_Jones
1172,432,7562,Billing,App crashing on checkout,Low,In Progress,2024-02-27 00:00:00,2024-03-04 00:00:00,Unassigned
1173,1549,1116,Product Defect,,High,Open,2023-12-18 00:00:00,2023-12-27 00:00:00,Unassigned
1174,742,4273,Product Defect,,Medium,Unknown,2023-04-07 00:00:00,2023-04-21 00:00:00,Agent_Smith
1175,111,6112,Billing,Cannot login to account,High,In Progress,2024-08-10 00:00:00,,Agent_Smith
1176,1530,4962,Account,,High,Open,2024-10-31 00:00:00,2024-11-07 00:00:00,Unassigned
1177,737,4181,Billing,Product arrived damaged,High,In Progress,2023-01-08 00:00:00,2023-01-11 00:00:00,Unassigned
1178,2171,5759,Delivery,App crashing on checkout,Low,Closed,2023-08-07 00:00:00,2023-08-17 00:00:00,Unassigned
1179,636,7166,Delivery,App crashing on checkout,High,Closed,2024-04-27 00:00:00,,Unassigned
1180,1533,4412,Delivery,,Low,Open,2024-03-18 00:00:00,2024-03-21 00:00:00,Agent_Smith
1181,2627,5817,Product Defect,App crashing on checkout,Low,Resolved,2024-06-01 00:00:00,,Agent_Brown
1182,1268,5486,Delivery,Want to return product,Low,Open,2023-08-26 00:00:00,,Unassigned
1183,1592,6879,Billing,,High,Open,2024-07-07 00:00:00,2024-07-15 00:00:00,Unassigned
1184,2140,6504,Return,Charged twice for order,Medium,Resolved,2023-05-15 00:00:00,,Agent_Smith
1185,2521,6989,Return,,Medium,Resolved,2024-08-09 00:00:00,,Unassigned
1186,2523,7135,Delivery,,Medium,Resolved,2023-11-10 00:00:00,2023-11-16 00:00:00,Unassigned
1187,1636,7721,Product Defect,Product arrived damaged,High,Resolved,2023-10-22 00:00:00,,Unassigned
1188,2224,5394,Billing,Charged twice for order,Medium,Resolved,2023-09-12 00:00:00,2023-09-18 00:00:00,Agent_Smith
1189,439,4901,Product Defect,Cannot login to account,Unknown,In Progress,2024-02-28 00:00:00,2024-02-28 00:00:00,Agent_Jones
1190,960,6480,Product Defect,Charged twice for order,High,Open,2023-12-03 00:00:00,2023-12-05 00:00:00,Agent_Jones
1191,2473,7734,Return,Charged twice for order,Low,Open,2024-11-08 00:00:00,,Agent_Brown
1192,804,5063,Product Defect,Want to return product,Medium,Closed,2024-01-30 00:00:00,,Agent_Smith
1193,1490,3740,Product Defect,,Unknown,Closed,2024-06-15 00:00:00,2024-06-23 00:00:00,Agent_Smith
1194,180,1390,Technical,Charged twice for order,Medium,In Progress,2024-01-29 00:00:00,2024-02-10 00:00:00,Agent_Smith
1195,1247,5329,Account,Wrong item received,Low,Resolved,2023-10-14 00:00:00,2023-10-28 00:00:00,Agent_Smith
1196,2940,1001,Return,Product arrived damaged,Medium,Open,2024-02-17 00:00:00,2024-02-17 00:00:00,Agent_Smith
1197,1133,4925,Billing,App crashing on checkout,Low,In Progress,2023-05-20 00:00:00,2023-05-21 00:00:00,Unassigned
1198,1890,973,Account,App crashing on checkout,Medium,Closed,2023-06-10 00:00:00,2023-06-21 00:00:00,Unassigned
1199,2133,4729,Delivery,,High,Unknown,2023-08-16 00:00:00,2023-08-17 00:00:00,Agent_Smith
1200,956,7342,Billing,Product arrived damaged,Low,Open,2024-10-07 00:00:00,,Agent_Jones
1201,12,6791,Product Defect,Product arrived damaged,Unknown,Closed,2024-07-05 00:00:00,2024-07-12 00:00:00,Agent_Brown
1202,2456,5453,Return,,Medium,Open,2023-09-16 00:00:00,2023-09-30 00:00:00,Agent_Smith
1203,1422,5777,Billing,Product arrived damaged,Medium,Closed,2024-08-14 00:00:00,2024-08-17 00:00:00,Unassigned
1204,2601,1839,Billing,Charged twice for order,Medium,Unknown,2023-04-20 00:00:00,2023-04-21 00:00:00,Unassigned
1205,641,4776,Account,,High,Closed,2023-03-21 00:00:00,2023-04-01 00:00:00,Agent_Brown
1206,350,4959,Product Defect,Want to return product,Low,Open,2024-08-05 00:00:00,2024-08-06 00:00:00,Agent_Brown
1207,2794,6508,Technical,,High,Open,2023-11-03 00:00:00,2023-11-12 00:00:00,Agent_Smith
1208,1200,3480,Billing,,Unknown,Closed,2023-08-29 00:00:00,2023-09-10 00:00:00,Agent_Brown
1209,1277,5332,Billing,Charged twice for order,Low,Closed,2024-04-11 00:00:00,,Agent_Jones
1210,342,2491,Unknown,,Medium,Closed,2024-08-02 00:00:00,2024-08-08 00:00:00,Unassigned
1211,406,7438,Return,Want to return product,Low,Closed,2023-09-01 00:00:00,2023-09-13 00:00:00,Agent_Smith
1212,1731,1640,Return,Want to return product,Unknown,Resolved,2024-10-07 00:00:00,2024-10-15 00:00:00,Agent_Smith
1213,320,1176,Technical,App crashing on checkout,Low,Open,2024-04-17 00:00:00,2024-04-30 00:00:00,Unassigned
1214,140,4104,Return,Product arrived damaged,Unknown,Resolved,2023-02-03 00:00:00,,Agent_Smith
1215,166,5280,Return,Wrong item received,Low,In Progress,2024-12-19 00:00:00,,Unassigned
1216,460,4872,Delivery,Want to return product,High,In Progress,2023-12-08 00:00:00,2023-12-16 00:00:00,Agent_Brown
1217,931,7634,Delivery,,Low,Open,2024-02-27 00:00:00,2024-03-03 00:00:00,Unassigned
1218,1228,4524,Delivery,Want to return product,Medium,Unknown,2024-11-29 00:00:00,2024-12-08 00:00:00,Unassigned
1219,1512,2120,Unknown,Cannot login to account,Unknown,Unknown,2023-10-18 00:00:00,2023-10-25 00:00:00,Agent_Jones
1220,1032,3032,Delivery,Product arrived damaged,Medium,Open,2023-02-15 00:00:00,2023-02-23 00:00:00,Agent_Jones
1221,2505,4107,Account,App crashing on checkout,Medium,Resolved,2023-05-07 00:00:00,,Agent_Jones
1222,2478,3222,Billing,,Low,Closed,2023-08-09 00:00:00,2023-08-23 00:00:00,Agent_Brown
1223,1404,4268,Billing,,High,In Progress,2024-01-27 00:00:00,2024-01-30 00:00:00,Agent_Brown
1224,2468,3274,Return,App crashing on checkout,Low,Open,2024-03-08 00:00:00,,Agent_Jones
1225,297,2343,Billing,Wrong item received,Medium,Closed,2023-03-18 00:00:00,2023-03-29 00:00:00,Agent_Smith
1226,2313,4988,Product Defect,Want to return product,Medium,Resolved,2024-06-22 00:00:00,2024-06-24 00:00:00,Unassigned
1227,2760,185,Product Defect,Want to return product,Unknown,In Progress,2023-03-15 00:00:00,2023-03-27 00:00:00,Unassigned
1228,2719,7928,Billing,Want to return product,Medium,In Progress,2023-11-12 00:00:00,2023-11-19 00:00:00,Unassigned
1229,2152,811,Product Defect,,High,Open,2023-08-22 00:00:00,2023-08-31 00:00:00,Unassigned
1230,2603,6158,Account,Cannot login to account,High,Resolved,2023-03-06 00:00:00,2023-03-16 00:00:00,Agent_Brown
1231,2404,6598,Delivery,Want to return product,Medium,Resolved,2024-05-07 00:00:00,,Agent_Smith
1232,1425,7144,Delivery,Cannot login to account,Low,Resolved,2023-04-23 00:00:00,,Agent_Smith
1233,2564,3656,Delivery,Want to return product,High,Unknown,2024-05-27 00:00:00,2024-06-02 00:00:00,Agent_Smith
1234,989,5162,Billing,,Low,Closed,2024-08-21 00:00:00,2024-08-27 00:00:00,Agent_Jones
1235,1460,1372,Billing,Product arrived damaged,Low,In Progress,2023-04-04 00:00:00,2023-04-17 00:00:00,Agent_Smith
1236,500,841,Return,,Unknown,Closed,2024-12-12 00:00:00,2024-12-19 00:00:00,Agent_Jones
1237,1393,353,Technical,Cannot login to account,Low,Resolved,2023-05-11 00:00:00,,Agent_Smith
1238,1623,5954,Technical,App crashing on checkout,High,Closed,2023-11-21 00:00:00,2023-11-22 00:00:00,Unassigned
1239,2780,1836,Billing,,High,Closed,2023-02-12 00:00:00,,Agent_Brown
1240,1460,601,Technical,Want to return product,Low,In Progress,2024-08-30 00:00:00,2024-09-13 00:00:00,Agent_Jones
1241,1551,4126,Product Defect,Wrong item received,Low,Open,2023-10-31 00:00:00,2023-11-06 00:00:00,Agent_Jones
1242,2594,7219,Return,,Medium,Closed,2024-05-10 00:00:00,2024-05-12 00:00:00,Unassigned
1243,718,1586,Unknown,Product arrived damaged,High,In Progress,2024-10-17 00:00:00,2024-10-20 00:00:00,Agent_Smith
1244,850,2418,Delivery,,Medium,Resolved,2024-02-04 00:00:00,,Unassigned
1245,348,6892,Delivery,Want to return product,High,Unknown,2023-09-21 00:00:00,2023-09-21 00:00:00,Unassigned
1246,205,7856,Account,Charged twice for order,High,Closed,2024-10-02 00:00:00,2024-10-06 00:00:00,Agent_Jones
1247,2502,47,Billing,Cannot login to account,Medium,Open,2023-04-23 00:00:00,,Unassigned
1248,117,1601,Account,,Medium,Closed,2023-07-03 00:00:00,2023-07-15 00:00:00,Unassigned
1249,2188,6151,Product Defect,Product arrived damaged,High,Open,2024-11-09 00:00:00,2024-11-21 00:00:00,Agent_Jones
1250,133,5744,Unknown,Cannot login to account,Medium,Closed,2023-10-05 00:00:00,,Unassigned
1251,1637,7532,Unknown,,Medium,In Progress,2023-09-10 00:00:00,2023-09-22 00:00:00,Agent_Smith
1252,2643,2994,Account,Want to return product,Medium,Open,2023-11-14 00:00:00,2023-11-14 00:00:00,Agent_Jones
1253,959,1688,Delivery,Product arrived damaged,High,Open,2023-02-24 00:00:00,2023-03-02 00:00:00,Agent_Brown
1254,597,3530,Technical,Cannot login to account,Low,In Progress,2023-12-28 00:00:00,2023-12-30 00:00:00,Agent_Smith
1255,875,4078,Billing,,Medium,Closed,2023-12-28 00:00:00,2024-01-05 00:00:00,Unassigned
1256,543,5984,Unknown,Wrong item received,High,In Progress,2024-04-26 00:00:00,2024-05-09 00:00:00,Agent_Smith
1257,1500,5162,Return,App crashing on checkout,Unknown,Closed,2023-12-23 00:00:00,,Agent_Brown
1258,261,7554,Unknown,,Low,In Progress,2023-08-07 00:00:00,2023-08-08 00:00:00,Unassigned
